개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,
배산체육공원 인라인장,배산체육공원,기타,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.960894,126.940694,2017-11-03,
배산체육공원 풋살장,배산체육공원,풋살경기장,연중무휴,06:00,22:00,06:00,22:00,Y,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.960894,126.940694,2017-11-03,
배산체육공원 농구장,배산체육공원,농구장,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.960894,126.940694,2017-11-03,
배산체육공원 족구장,배산체육공원,족구장,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.960894,126.940694,2017-11-03,
배산체육공원 테니스장,배산체육공원,테니스장,연중무휴,06:00,22:00,06:00,22:00,Y,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.960894,126.940694,2017-11-03,
영등시민공원 축구장,영등시민공원,축구장,연중무휴,06:00,18:00,06:00,18:00,Y,,,,,,,,,,전라북도 익산시 궁동로 57,,전라북도 익산시청,체육진흥과,063-859-4664,,35.962981,126.976105,2017-11-03,
영등시민공원 인라인장,영등시민공원,기타,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 궁동로 57,,전라북도 익산시청,체육진흥과,063-859-4664,,35.962981,126.976105,2017-11-03,
영등시민공원 풋살장,영등시민공원,풋살경기장,연중무휴,06:00,22:00,06:00,22:00,Y,,,,,,,,,,전라북도 익산시 궁동로 57,,전라북도 익산시청,체육진흥과,063-859-4664,,35.962981,126.976105,2017-11-03,
수도산체육공원 축구장,수도산체육공원,축구장,연중무휴,06:00,18:00,06:00,18:00,Y,,,,,,,,,,전라북도 익산시 하나로3길 52,,전라북도 익산시청,체육진흥과,063-859-4684,,35.935179,126.976017,2017-11-03,
수도산체육공원 농구장,수도산체육공원,농구장,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 하나로3길 52,,전라북도 익산시청,체육진흥과,063-859-4684,,35.935179,126.976017,2017-11-03,
수도산체육공원 풋살장,수도산체육공원,풋살경기장,연중무휴,06:00,22:00,06:00,22:00,Y,,,,,,,,,,전라북도 익산시 하나로3길 52,,전라북도 익산시청,체육진흥과,063-859-4684,,35.935179,126.976017,2017-11-03,
수도산체육공원 족구장,수도산체육공원,족구장,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 하나로3길 52,,전라북도 익산시청,체육진흥과,063-859-4684,,35.935179,126.976017,2017-11-03,
수도산체육공원 배드민턴장,수도산체육공원,배드맨턴장,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 하나로3길 52,,전라북도 익산시청,체육진흥과,063-859-4684,,35.935179,126.976017,2017-11-03,
금마축구공원 축구장,금마축구공원,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,,,,,,,,,,전라북도 익산시 황금로 818-19,,전라북도 익산시청,체육진흥과,063-835-0074,,36.009182,127.014506,2017-11-03,
석관동자치회관,석관동자치회관 4층 대강당,강당,일요일,09:00,22:00,10:00,18:00,N,,,,,40,140,,,,,서울특별시 성북구 화랑로 296,서울특별시 성북구,석관동주민센터,02-2241-5764,www.sb.go.kr,37.599035,127.035222,2017-11-03,
평생학습관,성북구평생학습관 소강의실,강당,일요일,09:00,22:00,10:00,18:00,Y,2,20000,1,10000,30,106,,,,,서울특별시 성북구 종암로 167,서울특별시 성북구,마을민주주의과,02-2241-2422,www.sb.go.kr,37.599035,127.035222,2017-11-03,
평생학습관,성북구평생학습관 대강의실,강당,일요일,09:00,22:00,10:00,18:00,Y,2,40000,1,20000,100,167,,,,,서울특별시 성북구 종암로 167,서울특별시 성북구,마을민주주의과,02-2241-2422,www.sb.go.kr,37.599035,127.035222,2017-11-03,
자기주도학습지원센터,성북자기주도학습센터 세미나실,강당,없음,09:00,22:00,10:00,18:00,Y,2,20000,1,10000,40,60,,,,,서울특별시 성북구 오패산로3길 87,서울특별시 성북구,교육아동청소년담당관,02-2241-2406?,www.sb.go.kr,37.599035,127.035222,2017-11-03,
자기주도학습지원센터,성북자기주도학습센터 강의실,강당,없음,09:00,22:00,10:00,18:00,Y,2,20000,1,10000,20,54,,,,,서울특별시 성북구 오패산로3길 87,서울특별시 성북구,교육아동청소년담당관,02-2241-2406?,www.sb.go.kr,37.599035,127.035222,2017-11-03,
자기주도학습지원센터,성북자기주도학습센터 다목적실,강당,없음,09:00,22:00,10:00,18:00,Y,2,10000,1,5000,10,20,,,,,서울특별시 성북구 오패산로3길 87,서울특별시 성북구,교육아동청소년담당관,02-2241-2406,www.sb.go.kr,37.599035,127.035222,2017-11-03,
자기주도학습지원센터,성북자기주도학습센터 멘토학습방,강당,없음,09:00,22:00,10:00,18:00,Y,2,10000,1,5000,8,29,,,,,서울특별시 성북구 오패산로3길 87,서울특별시 성북구,교육아동청소년담당관,02-2241-2406,www.sb.go.kr,37.599035,127.035222,2017-11-03,
성북구청,성북구청 다목적홀(B1층),강당,없음,09:00,22:00,10:00,18:00,Y,2,40000,1,20000,500,573,,,,,서울특별시 성북구 보문로 168,서울특별시 성북구,행정지원과,02-2241-4307,www.sb.go.kr,37.599035,127.035222,2017-11-03,
성북구청,성북구청 성북아트홀,강당,없음,09:00,22:00,10:00,18:00,Y,2,40000,1,20000,200,520,,,,,서울특별시 성북구 보문로 168,서울특별시 성북구,행정지원과,02-2241-4307,www.sb.go.kr,37.599035,127.035222,2017-11-03,
성북구보건소,성북구보건소 강당,강당,없음,09:00,22:00,10:00,18:00,Y,2,40000,1,20000,100,181,,,,,서울특별시 성북구 화랑로 63,서울특별시 성북구,건강정책과,02-2241-5904,www.sb.go.kr,37.599035,127.035222,2017-11-03,
벤처창업지원센터,성북구 벤처창업지원센터 멀티미디어실,강당,없음,09:00,22:00,10:00,18:00,Y,2,20000,1,10000,30,66,,,,,서울특별시 성북구 화랑로 211,서울특별시 성북구,일자리경제과,02-2241-3983,www.sb.go.kr,37.599035,127.035222,2017-11-03,
아리랑시네미디어센터,아리랑시네미디어센터 작은영화관,강당,없음,09:00,22:00,10:00,18:00,Y,2,14000,1,7000,10,62,,,,,서울특별시 성북구 아리랑로 82,서울특별시 성북구,문화재단,02-2241-2222,www.sb.go.kr,37.599035,127.035222,2017-11-03,
아리랑시네미디어센터,아리랑시네미디어센터 세미나1실,강당,없음,09:00,22:00,10:00,18:00,Y,2,40000,1,20000,15,46,,,,,서울특별시 성북구 아리랑로 82,서울특별시 성북구,문화재단,02-2241-2222,www.sb.go.kr,37.599035,127.035222,2017-11-03,
성북정보도서관,성북정보도서관 다락방,강당,없음,09:00,22:00,10:00,18:00,N,,,,,15,45,,,,,서울특별시 성북구 화랑로18자길 13,서울특별시 성북구,도시관리공단,070-5023-1920,www.sb.go.kr,37.599035,127.035222,2017-11-03,
생명의전화종합사회복지관,생명의전화복지관 6층 강당,강당,일요일,09:00,22:00,10:00,18:00,Y,2,150000,,,200,235,,,,,서울특별시 성북구 오패산로 21,서울특별시 성북구,복지정책과,02-2241-2314,www.sb.go.kr,37.599035,127.035222,2017-11-03,
생명의전화종합사회복지관,생명의전화복지관 3층 도서관 프로그램실,강당,일요일,09:00,22:00,10:00,18:00,N,,,,,40,183,,,,,서울특별시 성북구 오패산로 21,서울특별시 성북구,복지정책과,02-2241-2314,www.sb.go.kr,37.599035,127.035222,2017-11-03,
생명의전화종합사회복지관,생명의전화복지관 4층 회의실,강당,일요일,09:00,22:00,10:00,18:00,Y,2,50000,,,30,40.88,,,,,서울특별시 성북구 오패산로 21,서울특별시 성북구,복지정책과,02-2241-2314,www.sb.go.kr,37.599035,127.035222,2017-11-03,
석관동자치회관,석관동자치회관 2층 다목적회의실,강당,일요일,09:00,22:00,10:00,18:00,N,,,,,30,125,,,,,서울특별시 성북구 화랑로 296,서울특별시 성북구,석관동주민센터,02-2241-5764,www.sb.go.kr,37.599035,127.035222,2017-11-03,
동선동자치회관,동선동자치회관 지하 다목적실,강당,주말,09:00,22:00,10:00,18:00,N,,,,,20,96,,,,,서울특별시 성북구 동소문로26길 27,서울특별시 성북구,동선동주민센터,02-2241-5084,www.sb.go.kr,37.599035,127.035222,2017-11-03,
돈암1동자치회관,돈암1동자치회관 세미나실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,50,161,,,,,서울특별시 성북구 정릉로 394,서울특별시 성북구,돈암1동주민센터,02-2241-5124,www.sb.go.kr,37.599035,127.035222,2017-11-03,
돈암2동자치회관,돈암2동자치회관 2층 다목적실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,20,80,,,,,서울특별시 성북구 아리랑로5가길 7,서울특별시 성북구,돈암2동주민센터,02-2241-5164,www.sb.go.kr,37.599035,127.035222,2017-11-03,
안암동자치회관,마을회의실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,15,48.5,,,,,서울특별시 성북구 인촌로 18,서울특별시 성북구,안암동주민센터,02-2241-5204,www.sb.go.kr,37.599035,127.035222,2017-11-03,
안암동자치회관,4층 강의실,강당,주말,09:00,22:00,10:00,18:00,N,,,,,25,48.5,,,,,서울특별시 성북구 인촌로 18,서울특별시 성북구,안암동주민센터,02-2241-5204,www.sb.go.kr,37.599035,127.035222,2017-11-03,
안암동자치회관,6층 대강당,강당,없음,09:00,22:00,10:00,18:00,N,,,,,40,111.8,,,,,서울특별시 성북구 인촌로 18,서울특별시 성북구,안암동주민센터,02-2241-5204,www.sb.go.kr,37.599035,127.035222,2017-11-03,
보문동자치회관,보문동자치회관 4층 강당,강당,없음,09:00,22:00,10:00,18:00,N,,,,,80,233,,,,,서울특별시 성북구 안암로3길 35,서울특별시 성북구,보문동주민센터,02-2241-5243,www.sb.go.kr,37.599035,127.035222,2017-11-03,
보문동자치회관,보문동자치회관 3층 강의실,강당,주말,09:00,22:00,10:00,18:00,N,,,,,30,60,,,,,서울특별시 성북구 안암로3길 35,서울특별시 성북구,보문동주민센터,02-2241-5243,www.sb.go.kr,37.599035,127.035222,2017-11-03,
정릉1동자치회관,정릉1동자치회관 2층 문화교실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,20,33,,,,,서울특별시 성북구 정릉로38마길 33,서울특별시 성북구,정릉1동주민센터,02-2241-5285,www.sb.go.kr,37.599035,127.035222,2017-11-03,
정릉1동자치회관,정릉1동자치회관 4층 문화교실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,20,33,,,,,서울특별시 성북구 정릉로38마길 33,서울특별시 성북구,정릉1동주민센터,02-2241-5285,www.sb.go.kr,37.599035,127.035222,2017-11-03,
정릉1동자치회관,정릉1동자치회관 3층 대강당,강당,없음,09:00,22:00,10:00,18:00,N,,,,,50,88,,,,,서울특별시 성북구 정릉로38마길 33,서울특별시 성북구,정릉1동주민센터,02-2241-5285,www.sb.go.kr,37.599035,127.035222,2017-11-03,
정릉2동자치회관,정릉2동자치회관 2층 회의실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,25,56,,,,,서울특별시 성북구 정릉로26길 1,서울특별시 성북구,정릉2동주민센터,02-2241-5324,www.sb.go.kr,37.599035,127.035222,2017-11-03,
정릉2동자치회관,정릉2동자치회관 2층 강당,강당,없음,09:00,22:00,10:00,18:00,N,,,,,50,112,,,,,서울특별시 성북구 정릉로26길 1,서울특별시 성북구,정릉2동주민센터,02-2241-5324,www.sb.go.kr,37.599035,127.035222,2017-11-03,
정릉3동자치회관,정릉3동자치회관 2층 회의실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,30,60,,,,,서울특별시 성북구 솔샘로1길 6-3,서울특별시 성북구,정릉3동주민센터,02-2241-5365,www.sb.go.kr,37.599035,127.035222,2017-11-03,
정릉4동자치회관,정릉4동자치회관 지하1층 프로그램실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,30,84,,,,,서울특별시 성북구 보국문로 106-1,서울특별시 성북구,정릉4동주민센터,02-2241-5405,www.sb.go.kr,37.599035,127.035222,2017-11-03,
종암동자치회관,종암동자치회관 대강당,강당,일요일,09:00,22:00,10:00,18:00,N,,,,,70,143,,,,,서울특별시 성북구 종암로 98-8,서울특별시 성북구,종암동주민센터,02-2241-5523,www.sb.go.kr,37.599035,127.035222,2017-11-03,
종암동자치회관,종암동자치회관 중강의실,강당,일요일,09:00,22:00,10:00,18:00,N,,,,,30,80,,,,,서울특별시 성북구 종암로 98-8,서울특별시 성북구,종암동주민센터,02-2241-5523,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음1동자치회관,길음1동자치회관 주민사랑방,강당,주말,09:00,22:00,10:00,18:00,N,,,,,10,26,,,,,서울특별시 성북구 길음로 92,서울특별시 성북구,길음1동주민센터,02-2241-5447,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음1동자치회관,길음1동자치회관 별관 2층 강의실,강당,주말,09:00,22:00,10:00,18:00,N,,,,,30,81,,,,,서울특별시 성북구 길음로 92,서울특별시 성북구,길음1동주민센터,02-2241-5447,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음1동자치회관,길음1동자치회관 4층 강당,강당,주말,09:00,22:00,10:00,18:00,N,,,,,100,231,,,,,서울특별시 성북구 길음로 92,서울특별시 성북구,길음1동주민센터,02-2241-5447,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음1동자치회관,길음1동자치회관 3층 2강의실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,20,35,,,,,서울특별시 성북구 길음로 92,서울특별시 성북구,길음1동주민센터,02-2241-5447,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음1동자치회관,길음1동자치회관 3층 1강의실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,30,80,,,,,서울특별시 성북구 길음로 92,서울특별시 성북구,길음1동주민센터,02-2241-5447,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음1동자치회관,길음1동자치회관 별관 1층 강당,강당,주말,09:00,22:00,10:00,18:00,N,,,,,50,148,,,,,서울특별시 성북구 길음로 92,서울특별시 성북구,길음1동주민센터,02-2241-5447,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음2동자치회관,길음2동자치회관 2층 소회의실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,10,33,,,,,서울특별시 성북구 삼양로2길 70,서울특별시 성북구,길음2동주민센터,02-2241-5484,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음2동자치회관,길음2동자치회관 2층 대강당,강당,없음,09:00,22:00,10:00,18:00,N,,,,,50,112,,,,,서울특별시 성북구 삼양로2길 70,서울특별시 성북구,길음2동주민센터,02-2241-5484,www.sb.go.kr,37.599035,127.035222,2017-11-03,
길음2동자치회관,길음2동 북카페 ''여기'',강당,없음,09:00,22:00,10:00,18:00,N,,,,,15,33,,,,,서울특별시 성북구 삼양로2길 70,서울특별시 성북구,길음2동주민센터,02-2241-5484,www.sb.go.kr,37.599035,127.035222,2017-11-03,
월곡1동자치회관,월곡1동자치회관 4층 대강당,강당,없음,09:00,22:00,10:00,18:00,N,,,,,100,291,,,,,서울특별시 성북구 오패산로 96,서울특별시 성북구,월곡1동주민센터,02-2241-5564,www.sb.go.kr,37.599035,127.035222,2017-11-03,
월곡1동자치회관,월곡1동자치회관 3층 강의실,강당,없음,09:00,22:00,10:00,18:00,N,,,,,35,71,,,,,서울특별시 성북구 오패산로 96,서울특별시 성북구,월곡1동주민센터,02-2241-5564,www.sb.go.kr,37.599035,127.035222,2017-11-03,
월곡2동자치회관,월곡2동자치회관 2층 대강당,강당,일요일,09:00,22:00,10:00,18:00,N,,,,,100,150,,,,,서울특별시 성북구 화랑로 152,서울특별시 성북구,월곡2동주민센터,02-2241-5604,www.sb.go.kr,37.599035,127.035222,2017-11-03,
월곡2동자치회관,월곡2동자치회관 3층 소강당,강당,주말,09:00,22:00,10:00,18:00,N,,,,,60,127,,,,,서울특별시 성북구 화랑로 152,서울특별시 성북구,월곡2동주민센터,02-2241-5604,www.sb.go.kr,37.599035,127.035222,2017-11-03,
장위1동자치회관,장위1동자치회관 2층 강의실,강당,일요일,09:00,22:00,10:00,18:00,N,,,,,40,100,,,,,서울특별시 성북구 장위로 61,서울특별시 성북구,장위1동주민센터,02-2241-5644,www.sb.go.kr,37.599035,127.035222,2017-11-03,
장위1동자치회관,장위1동자치회관 3층 대강당,강당,일요일,09:00,22:00,10:00,18:00,N,,,,,100,172,,,,,서울특별시 성북구 장위로 61,서울특별시 성북구,장위1동주민센터,02-2241-5644,www.sb.go.kr,37.599035,127.035222,2017-11-03,
